KPI_ID,KPI_NAME,VALUE,PERIOD_START,PERIOD_END,REGION
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,LINCOLNSHIRE COUNTY COUNCIL
MHS126,People Waiting,*,01/01/2026,31/03/2026,LINCOLNSHIRE COUNTY COUNCIL
MHS131,People Treated,-4,01/01/2026,31/03/2026,LINCOLNSHIRE COUNTY COUNCIL
MHS132,RTT Performance Percentage,74,01/01/2026,31/03/2026,LINCOLNSHIRE COUNTY COUNCIL
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,LEICESTER CITY COUNCIL
MHS126,People Waiting,*,01/01/2026,31/03/2026,LEICESTER CITY COUNCIL
MHS131,People Treated,20,01/01/2026,31/03/2026,LEICESTER CITY COUNCIL
MHS132,RTT Performance Percentage,28,01/01/2026,31/03/2026,LEICESTER CITY COUNCIL
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NOTTINGHAMSHIRE COUNTY COUNCIL
MHS126,People Waiting,*,01/01/2026,31/03/2026,NOTTINGHAMSHIRE COUNTY COUNCIL
MHS131,People Treated,955,01/01/2026,31/03/2026,NOTTINGHAMSHIRE COUNTY COUNCIL
MHS132,RTT Performance Percentage,1206,01/01/2026,31/03/2026,NOTTINGHAMSHIRE COUNTY COUNCIL
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NOTTINGHAM CITY COUNCIL
MHS126,People Waiting,*,01/01/2026,31/03/2026,NOTTINGHAM CITY COUNCIL
MHS131,People Treated,28,01/01/2026,31/03/2026,NOTTINGHAM CITY COUNCIL
MHS132,RTT Performance Percentage,230,01/01/2026,31/03/2026,NOTTINGHAM CITY COUNCIL
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SUFFOLK COUNTY COUNCIL
MHS126,People Waiting,*,01/01/2026,31/03/2026,SUFFOLK COUNTY COUNCIL
MHS131,People Treated,1,01/01/2026,31/03/2026,SUFFOLK COUNTY COUNCIL
MHS132,RTT Performance Percentage,6,01/01/2026,31/03/2026,SUFFOLK COUNTY COUNCIL
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,LONDON BOROUGH OF EALING
MHS126,People Waiting,*,01/01/2026,31/03/2026,LONDON BOROUGH OF EALING
MHS131,People Treated,97,01/01/2026,31/03/2026,LONDON BOROUGH OF EALING
MHS132,RTT Performance Percentage,252,01/01/2026,31/03/2026,LONDON BOROUGH OF EALING
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,LONDON BOROUGH OF REDBRIDGE
MHS126,People Waiting,*,01/01/2026,31/03/2026,LONDON BOROUGH OF REDBRIDGE
MHS131,People Treated,15,01/01/2026,31/03/2026,LONDON BOROUGH OF REDBRIDGE
MHS132,RTT Performance Percentage,42,01/01/2026,31/03/2026,LONDON BOROUGH OF REDBRIDGE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SURREY COUNTY COUNCIL
MHS126,People Waiting,*,01/01/2026,31/03/2026,SURREY COUNTY COUNCIL
MHS131,People Treated,17,01/01/2026,31/03/2026,SURREY COUNTY COUNCIL
MHS132,RTT Performance Percentage,52,01/01/2026,31/03/2026,SURREY COUNTY COUNCIL
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,WEST SUSSEX COUNTY COUNCIL
MHS126,People Waiting,*,01/01/2026,31/03/2026,WEST SUSSEX COUNTY COUNCIL
MHS131,People Treated,77,01/01/2026,31/03/2026,WEST SUSSEX COUNTY COUNCIL
MHS132,RTT Performance Percentage,967,01/01/2026,31/03/2026,WEST SUSSEX COUNTY COUNCIL
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,EAST SUSSEX COUNTY COUNCIL
MHS126,People Waiting,*,01/01/2026,31/03/2026,EAST SUSSEX COUNTY COUNCIL
MHS131,People Treated,37,01/01/2026,31/03/2026,EAST SUSSEX COUNTY COUNCIL
MHS132,RTT Performance Percentage,93,01/01/2026,31/03/2026,EAST SUSSEX COUNTY COUNCIL
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,EAST SUSSEX SPOA
MHS126,People Waiting,*,01/01/2026,31/03/2026,EAST SUSSEX SPOA
MHS131,People Treated,*,01/01/2026,31/03/2026,EAST SUSSEX SPOA
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,EAST SUSSEX SPOA
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NEWMARKET HOUSE HEALTHCARE LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,NEWMARKET HOUSE HEALTHCARE LTD
MHS131,People Treated,*,01/01/2026,31/03/2026,NEWMARKET HOUSE HEALTHCARE LTD
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,NEWMARKET HOUSE HEALTHCARE LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,"RELATE LEICESTER, LEICESTERSHIRE AND RUTLAND"
MHS126,People Waiting,*,01/01/2026,31/03/2026,"RELATE LEICESTER, LEICESTERSHIRE AND RUTLAND"
MHS131,People Treated,0,01/01/2026,31/03/2026,"RELATE LEICESTER, LEICESTERSHIRE AND RUTLAND"
MHS132,RTT Performance Percentage,2,01/01/2026,31/03/2026,"RELATE LEICESTER, LEICESTERSHIRE AND RUTLAND"
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ST MAGNUS HOSPITAL
MHS126,People Waiting,*,01/01/2026,31/03/2026,ST MAGNUS HOSPITAL
MHS131,People Treated,*,01/01/2026,31/03/2026,ST MAGNUS HOSPITAL
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ST MAGNUS HOSPITAL
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ST CUTHBERTS HOSPICE
MHS126,People Waiting,*,01/01/2026,31/03/2026,ST CUTHBERTS HOSPICE
MHS131,People Treated,*,01/01/2026,31/03/2026,ST CUTHBERTS HOSPICE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ST CUTHBERTS HOSPICE
MHS125,People Entering RTT Pathway,14,01/01/2026,31/03/2026,MIND BLMK
MHS126,People Waiting,49,01/01/2026,31/03/2026,MIND BLMK
MHS131,People Treated,0,01/01/2026,31/03/2026,MIND BLMK
MHS132,RTT Performance Percentage,0,01/01/2026,31/03/2026,MIND BLMK
MHS125,People Entering RTT Pathway,94,01/01/2026,31/03/2026,EATING MATTERS
MHS126,People Waiting,156,01/01/2026,31/03/2026,EATING MATTERS
MHS131,People Treated,20,01/01/2026,31/03/2026,EATING MATTERS
MHS132,RTT Performance Percentage,47,01/01/2026,31/03/2026,EATING MATTERS
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,WINSTON'S WISH (CHELTENHAM)
MHS126,People Waiting,*,01/01/2026,31/03/2026,WINSTON'S WISH (CHELTENHAM)
MHS131,People Treated,64,01/01/2026,31/03/2026,WINSTON'S WISH (CHELTENHAM)
MHS132,RTT Performance Percentage,78,01/01/2026,31/03/2026,WINSTON'S WISH (CHELTENHAM)
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BARCA - LEEDS
MHS126,People Waiting,*,01/01/2026,31/03/2026,BARCA - LEEDS
MHS131,People Treated,93,01/01/2026,31/03/2026,BARCA - LEEDS
MHS132,RTT Performance Percentage,215,01/01/2026,31/03/2026,BARCA - LEEDS
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,TIME2TALK
MHS126,People Waiting,*,01/01/2026,31/03/2026,TIME2TALK
MHS131,People Treated,56,01/01/2026,31/03/2026,TIME2TALK
MHS132,RTT Performance Percentage,101,01/01/2026,31/03/2026,TIME2TALK
MHS125,People Entering RTT Pathway,56,01/01/2026,31/03/2026,THE LOWDOWN
MHS126,People Waiting,110,01/01/2026,31/03/2026,THE LOWDOWN
MHS131,People Treated,36,01/01/2026,31/03/2026,THE LOWDOWN
MHS132,RTT Performance Percentage,154,01/01/2026,31/03/2026,THE LOWDOWN
MHS125,People Entering RTT Pathway,0,01/01/2026,31/03/2026,MERSEYSIDE YOUTH ASSOCIATION LTD
MHS126,People Waiting,42,01/01/2026,31/03/2026,MERSEYSIDE YOUTH ASSOCIATION LTD
MHS131,People Treated,0,01/01/2026,31/03/2026,MERSEYSIDE YOUTH ASSOCIATION LTD
MHS132,RTT Performance Percentage,0,01/01/2026,31/03/2026,MERSEYSIDE YOUTH ASSOCIATION LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,YOUNG PERSONS ADVISORY SERVICE
MHS126,People Waiting,*,01/01/2026,31/03/2026,YOUNG PERSONS ADVISORY SERVICE
MHS131,People Treated,14,01/01/2026,31/03/2026,YOUNG PERSONS ADVISORY SERVICE
MHS132,RTT Performance Percentage,76,01/01/2026,31/03/2026,YOUNG PERSONS ADVISORY SERVICE
MHS125,People Entering RTT Pathway,14,01/01/2026,31/03/2026,THE SHAW TRUST LTD
MHS126,People Waiting,42,01/01/2026,31/03/2026,THE SHAW TRUST LTD
MHS131,People Treated,*,01/01/2026,31/03/2026,THE SHAW TRUST LTD
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,THE SHAW TRUST LTD
MHS125,People Entering RTT Pathway,120,01/01/2026,31/03/2026,ABL HEALTH
MHS126,People Waiting,186,01/01/2026,31/03/2026,ABL HEALTH
MHS131,People Treated,55,01/01/2026,31/03/2026,ABL HEALTH
MHS132,RTT Performance Percentage,189,01/01/2026,31/03/2026,ABL HEALTH
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BRITISH RED CROSS (LONDON)
MHS126,People Waiting,*,01/01/2026,31/03/2026,BRITISH RED CROSS (LONDON)
MHS131,People Treated,*,01/01/2026,31/03/2026,BRITISH RED CROSS (LONDON)
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,BRITISH RED CROSS (LONDON)
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,WIGAN FAMILY WELFARE
MHS126,People Waiting,*,01/01/2026,31/03/2026,WIGAN FAMILY WELFARE
MHS131,People Treated,78,01/01/2026,31/03/2026,WIGAN FAMILY WELFARE
MHS132,RTT Performance Percentage,132,01/01/2026,31/03/2026,WIGAN FAMILY WELFARE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ADDVANCED SOLUTIONS COMMUNITY NETWORK
MHS126,People Waiting,*,01/01/2026,31/03/2026,ADDVANCED SOLUTIONS COMMUNITY NETWORK
MHS131,People Treated,*,01/01/2026,31/03/2026,ADDVANCED SOLUTIONS COMMUNITY NETWORK
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ADDVANCED SOLUTIONS COMMUNITY NETWORK
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,CROSSROADS CARE ROTHERHAM
MHS126,People Waiting,*,01/01/2026,31/03/2026,CROSSROADS CARE ROTHERHAM
MHS131,People Treated,*,01/01/2026,31/03/2026,CROSSROADS CARE ROTHERHAM
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,CROSSROADS CARE ROTHERHAM
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,HEALIOS LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,HEALIOS LTD
MHS131,People Treated,35,01/01/2026,31/03/2026,HEALIOS LTD
MHS132,RTT Performance Percentage,75,01/01/2026,31/03/2026,HEALIOS LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,CPSL MIND LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,CPSL MIND LIMITED
MHS131,People Treated,*,01/01/2026,31/03/2026,CPSL MIND LIMITED
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,CPSL MIND LIMITED
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SOLENT MIND
MHS126,People Waiting,*,01/01/2026,31/03/2026,SOLENT MIND
MHS131,People Treated,*,01/01/2026,31/03/2026,SOLENT MIND
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SOLENT MIND
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,AGE UK SUTTON
MHS126,People Waiting,*,01/01/2026,31/03/2026,AGE UK SUTTON
MHS131,People Treated,*,01/01/2026,31/03/2026,AGE UK SUTTON
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,AGE UK SUTTON
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,LIFECRAFT
MHS126,People Waiting,*,01/01/2026,31/03/2026,LIFECRAFT
MHS131,People Treated,*,01/01/2026,31/03/2026,LIFECRAFT
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,LIFECRAFT
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NORTH KENT MIND
MHS126,People Waiting,*,01/01/2026,31/03/2026,NORTH KENT MIND
MHS131,People Treated,*,01/01/2026,31/03/2026,NORTH KENT MIND
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,NORTH KENT MIND
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ROCHDALE AND DISTRICT MIND
MHS126,People Waiting,*,01/01/2026,31/03/2026,ROCHDALE AND DISTRICT MIND
MHS131,People Treated,*,01/01/2026,31/03/2026,ROCHDALE AND DISTRICT MIND
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ROCHDALE AND DISTRICT MIND
MHS125,People Entering RTT Pathway,34,01/01/2026,31/03/2026,SUNDERLAND COUNSELLING SERVICE
MHS126,People Waiting,153,01/01/2026,31/03/2026,SUNDERLAND COUNSELLING SERVICE
MHS131,People Treated,3,01/01/2026,31/03/2026,SUNDERLAND COUNSELLING SERVICE
MHS132,RTT Performance Percentage,18,01/01/2026,31/03/2026,SUNDERLAND COUNSELLING SERVICE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,EARLY BREAK
MHS126,People Waiting,*,01/01/2026,31/03/2026,EARLY BREAK
MHS131,People Treated,4,01/01/2026,31/03/2026,EARLY BREAK
MHS132,RTT Performance Percentage,21,01/01/2026,31/03/2026,EARLY BREAK
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,THE WARREN OF HULL LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,THE WARREN OF HULL LIMITED
MHS131,People Treated,*,01/01/2026,31/03/2026,THE WARREN OF HULL LIMITED
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,THE WARREN OF HULL LIMITED
MHS125,People Entering RTT Pathway,86,01/01/2026,31/03/2026,PENTREATH LIMITED
MHS126,People Waiting,158,01/01/2026,31/03/2026,PENTREATH LIMITED
MHS131,People Treated,124,01/01/2026,31/03/2026,PENTREATH LIMITED
MHS132,RTT Performance Percentage,138,01/01/2026,31/03/2026,PENTREATH LIMITED
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,OFF THE RECORD TWICKENHAM
MHS126,People Waiting,*,01/01/2026,31/03/2026,OFF THE RECORD TWICKENHAM
MHS131,People Treated,*,01/01/2026,31/03/2026,OFF THE RECORD TWICKENHAM
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,OFF THE RECORD TWICKENHAM
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,VOLUNTARY ACTION ROTHERHAM
MHS126,People Waiting,*,01/01/2026,31/03/2026,VOLUNTARY ACTION ROTHERHAM
MHS131,People Treated,*,01/01/2026,31/03/2026,VOLUNTARY ACTION ROTHERHAM
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,VOLUNTARY ACTION ROTHERHAM
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,RENEW COUNSELLING LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,RENEW COUNSELLING LTD
MHS131,People Treated,0,01/01/2026,31/03/2026,RENEW COUNSELLING LTD
MHS132,RTT Performance Percentage,105,01/01/2026,31/03/2026,RENEW COUNSELLING LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ISLE OF WIGHT YOUTH TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,ISLE OF WIGHT YOUTH TRUST
MHS131,People Treated,82,01/01/2026,31/03/2026,ISLE OF WIGHT YOUTH TRUST
MHS132,RTT Performance Percentage,127,01/01/2026,31/03/2026,ISLE OF WIGHT YOUTH TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,LEEDS SURVIVOR LED CRISIS SERVICES
MHS126,People Waiting,*,01/01/2026,31/03/2026,LEEDS SURVIVOR LED CRISIS SERVICES
MHS131,People Treated,0,01/01/2026,31/03/2026,LEEDS SURVIVOR LED CRISIS SERVICES
MHS132,RTT Performance Percentage,0,01/01/2026,31/03/2026,LEEDS SURVIVOR LED CRISIS SERVICES
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,LET'S TALK WELL
MHS126,People Waiting,*,01/01/2026,31/03/2026,LET'S TALK WELL
MHS131,People Treated,112,01/01/2026,31/03/2026,LET'S TALK WELL
MHS132,RTT Performance Percentage,765,01/01/2026,31/03/2026,LET'S TALK WELL
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BROMLEY Y
MHS126,People Waiting,*,01/01/2026,31/03/2026,BROMLEY Y
MHS131,People Treated,20,01/01/2026,31/03/2026,BROMLEY Y
MHS132,RTT Performance Percentage,63,01/01/2026,31/03/2026,BROMLEY Y
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,THE CHILDRENS SOCIETY
MHS126,People Waiting,*,01/01/2026,31/03/2026,THE CHILDRENS SOCIETY
MHS131,People Treated,4,01/01/2026,31/03/2026,THE CHILDRENS SOCIETY
MHS132,RTT Performance Percentage,709,01/01/2026,31/03/2026,THE CHILDRENS SOCIETY
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,YOUNG GLOUCESTERSHIRE
MHS126,People Waiting,*,01/01/2026,31/03/2026,YOUNG GLOUCESTERSHIRE
MHS131,People Treated,39,01/01/2026,31/03/2026,YOUNG GLOUCESTERSHIRE
MHS132,RTT Performance Percentage,165,01/01/2026,31/03/2026,YOUNG GLOUCESTERSHIRE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,KINGFISHER TREASURE SEEKERS LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,KINGFISHER TREASURE SEEKERS LTD
MHS131,People Treated,*,01/01/2026,31/03/2026,KINGFISHER TREASURE SEEKERS LTD
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,KINGFISHER TREASURE SEEKERS LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,TYNESIDE AND NORTHUMBERLAND MIND
MHS126,People Waiting,*,01/01/2026,31/03/2026,TYNESIDE AND NORTHUMBERLAND MIND
MHS131,People Treated,*,01/01/2026,31/03/2026,TYNESIDE AND NORTHUMBERLAND MIND
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,TYNESIDE AND NORTHUMBERLAND MIND
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,OFF THE RECORD (BRISTOL)
MHS126,People Waiting,*,01/01/2026,31/03/2026,OFF THE RECORD (BRISTOL)
MHS131,People Treated,28,01/01/2026,31/03/2026,OFF THE RECORD (BRISTOL)
MHS132,RTT Performance Percentage,257,01/01/2026,31/03/2026,OFF THE RECORD (BRISTOL)
MHS125,People Entering RTT Pathway,37,01/01/2026,31/03/2026,"OPEN DOOR, YOUNG PEOPLES CONSULTATION SERVICE"
MHS126,People Waiting,98,01/01/2026,31/03/2026,"OPEN DOOR, YOUNG PEOPLES CONSULTATION SERVICE"
MHS131,People Treated,0,01/01/2026,31/03/2026,"OPEN DOOR, YOUNG PEOPLES CONSULTATION SERVICE"
MHS132,RTT Performance Percentage,20,01/01/2026,31/03/2026,"OPEN DOOR, YOUNG PEOPLES CONSULTATION SERVICE"
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NORTH EAST COUNSELLING SERVICES
MHS126,People Waiting,*,01/01/2026,31/03/2026,NORTH EAST COUNSELLING SERVICES
MHS131,People Treated,*,01/01/2026,31/03/2026,NORTH EAST COUNSELLING SERVICES
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,NORTH EAST COUNSELLING SERVICES
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NO LIMITS
MHS126,People Waiting,*,01/01/2026,31/03/2026,NO LIMITS
MHS131,People Treated,44,01/01/2026,31/03/2026,NO LIMITS
MHS132,RTT Performance Percentage,117,01/01/2026,31/03/2026,NO LIMITS
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,CHILDREN NORTH EAST
MHS126,People Waiting,*,01/01/2026,31/03/2026,CHILDREN NORTH EAST
MHS131,People Treated,36,01/01/2026,31/03/2026,CHILDREN NORTH EAST
MHS132,RTT Performance Percentage,114,01/01/2026,31/03/2026,CHILDREN NORTH EAST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ROTHERHAM PARENTS FORUM LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,ROTHERHAM PARENTS FORUM LIMITED
MHS131,People Treated,*,01/01/2026,31/03/2026,ROTHERHAM PARENTS FORUM LIMITED
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ROTHERHAM PARENTS FORUM LIMITED
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,HOME-START HOST
MHS126,People Waiting,*,01/01/2026,31/03/2026,HOME-START HOST
MHS131,People Treated,*,01/01/2026,31/03/2026,HOME-START HOST
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,HOME-START HOST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,"TAMESIDE, OLDHAM, GLOSSOP AND STOCKPORT MIND"
MHS126,People Waiting,*,01/01/2026,31/03/2026,"TAMESIDE, OLDHAM, GLOSSOP AND STOCKPORT MIND"
MHS131,People Treated,0,01/01/2026,31/03/2026,"TAMESIDE, OLDHAM, GLOSSOP AND STOCKPORT MIND"
MHS132,RTT Performance Percentage,34,01/01/2026,31/03/2026,"TAMESIDE, OLDHAM, GLOSSOP AND STOCKPORT MIND"
MHS125,People Entering RTT Pathway,161,01/01/2026,31/03/2026,CENTRE 33
MHS126,People Waiting,267,01/01/2026,31/03/2026,CENTRE 33
MHS131,People Treated,0,01/01/2026,31/03/2026,CENTRE 33
MHS132,RTT Performance Percentage,140,01/01/2026,31/03/2026,CENTRE 33
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,CHOICES COUNSELLING
MHS126,People Waiting,*,01/01/2026,31/03/2026,CHOICES COUNSELLING
MHS131,People Treated,*,01/01/2026,31/03/2026,CHOICES COUNSELLING
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,CHOICES COUNSELLING
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NUTRIUS CENTRAL SERVICES LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,NUTRIUS CENTRAL SERVICES LTD
MHS131,People Treated,95,01/01/2026,31/03/2026,NUTRIUS CENTRAL SERVICES LTD
MHS132,RTT Performance Percentage,170,01/01/2026,31/03/2026,NUTRIUS CENTRAL SERVICES LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SHEFFIELD FUTURES
MHS126,People Waiting,*,01/01/2026,31/03/2026,SHEFFIELD FUTURES
MHS131,People Treated,*,01/01/2026,31/03/2026,SHEFFIELD FUTURES
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SHEFFIELD FUTURES
MHS125,People Entering RTT Pathway,10,01/01/2026,31/03/2026,HEALTHY LIFESTYLE SOLUTIONS CIC
MHS126,People Waiting,43,01/01/2026,31/03/2026,HEALTHY LIFESTYLE SOLUTIONS CIC
MHS131,People Treated,*,01/01/2026,31/03/2026,HEALTHY LIFESTYLE SOLUTIONS CIC
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,HEALTHY LIFESTYLE SOLUTIONS CIC
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,WOMANKIND
MHS126,People Waiting,*,01/01/2026,31/03/2026,WOMANKIND
MHS131,People Treated,*,01/01/2026,31/03/2026,WOMANKIND
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,WOMANKIND
MHS125,People Entering RTT Pathway,43,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L
MHS126,People Waiting,126,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L
MHS131,People Treated,17,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L
MHS132,RTT Performance Percentage,126,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L
MHS125,People Entering RTT Pathway,45,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N
MHS126,People Waiting,132,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N
MHS131,People Treated,23,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N
MHS132,RTT Performance Percentage,244,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N
MHS125,People Entering RTT Pathway,58,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P
MHS126,People Waiting,153,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P
MHS131,People Treated,18,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P
MHS132,RTT Performance Percentage,84,01/01/2026,31/03/2026,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P
MHS125,People Entering RTT Pathway,29,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q
MHS126,People Waiting,142,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q
MHS131,People Treated,8,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q
MHS132,RTT Performance Percentage,47,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q
MHS125,People Entering RTT Pathway,58,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R
MHS126,People Waiting,547,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R
MHS131,People Treated,10,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R
MHS132,RTT Performance Percentage,67,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R
MHS125,People Entering RTT Pathway,26,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00T
MHS126,People Waiting,87,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00T
MHS131,People Treated,1,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00T
MHS132,RTT Performance Percentage,13,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00T
MHS125,People Entering RTT Pathway,41,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00V
MHS126,People Waiting,205,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00V
MHS131,People Treated,4,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00V
MHS132,RTT Performance Percentage,337,01/01/2026,31/03/2026,NHS GREATER MANCHESTER ICB - 00V
MHS125,People Entering RTT Pathway,48,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X
MHS126,People Waiting,221,01/01/2026,31/03/2026,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X
